Dataset,Seed,AEVariant,Family,FamilyMetricCollapsed,CollapsedMetricValue,FamilyRowCountWithinSeed,MCC
NSL_KDD,123,DVAE,CAUCHY,0.7899583355362109,0.7899583355362109,36,0.7899583355362109
NSL_KDD,123,DVAE,CONST,0.8141029966805291,0.8141029966805291,9,0.8141029966805291
NSL_KDD,123,DVAE,COSINE,0.7920119200801206,0.7920119200801206,36,0.7920119200801206
NSL_KDD,123,DVAE,EXPONENTIAL,0.7954114972067334,0.7954114972067334,36,0.7954114972067334
NSL_KDD,123,DVAE,FIBONACCI,0.8067040807031678,0.8067040807031678,36,0.8067040807031678
NSL_KDD,123,DVAE,LAPLACE,0.791772788623796,0.791772788623796,36,0.791772788623796
NSL_KDD,123,DVAE,LINEAR,0.7922728597632991,0.7922728597632991,36,0.7922728597632991
NSL_KDD,123,DVAE,LOGISTIC,0.7916364538307143,0.7916364538307143,36,0.7916364538307143
NSL_KDD,123,DVAE,SIGMOID,0.7909699696143747,0.7909699696143747,36,0.7909699696143747
NSL_KDD,123,FF_DAE,CAUCHY,0.8516737169783687,0.8516737169783687,36,0.8516737169783687
NSL_KDD,123,FF_DAE,CONST,0.8162020668211217,0.8162020668211217,9,0.8162020668211217
NSL_KDD,123,FF_DAE,COSINE,0.845266681508567,0.845266681508567,36,0.845266681508567
NSL_KDD,123,FF_DAE,EXPONENTIAL,0.8506182155298765,0.8506182155298765,36,0.8506182155298765
NSL_KDD,123,FF_DAE,FIBONACCI,0.8498101972820574,0.8498101972820574,36,0.8498101972820574
NSL_KDD,123,FF_DAE,LAPLACE,0.8490581061164577,0.8490581061164577,36,0.8490581061164577
NSL_KDD,123,FF_DAE,LINEAR,0.847163581635487,0.847163581635487,36,0.847163581635487
NSL_KDD,123,FF_DAE,LOGISTIC,0.8472571461141118,0.8472571461141118,36,0.8472571461141118
NSL_KDD,123,FF_DAE,SIGMOID,0.8459248471506211,0.8459248471506211,36,0.8459248471506211
NSL_KDD,123,RES_DAE,CAUCHY,0.8173268796073465,0.8173268796073465,36,0.8173268796073465
NSL_KDD,123,RES_DAE,CONST,0.8163113869533285,0.8163113869533285,9,0.8163113869533285
NSL_KDD,123,RES_DAE,COSINE,0.8144140986069437,0.8144140986069437,36,0.8144140986069437
NSL_KDD,123,RES_DAE,EXPONENTIAL,0.8187167205366717,0.8187167205366717,36,0.8187167205366717
NSL_KDD,123,RES_DAE,FIBONACCI,0.8176753226494682,0.8176753226494682,36,0.8176753226494682
NSL_KDD,123,RES_DAE,LAPLACE,0.8181460490023761,0.8181460490023761,36,0.8181460490023761
NSL_KDD,123,RES_DAE,LINEAR,0.8147234503907874,0.8147234503907874,36,0.8147234503907874
NSL_KDD,123,RES_DAE,LOGISTIC,0.8145215336427221,0.8145215336427221,36,0.8145215336427221
NSL_KDD,123,RES_DAE,SIGMOID,0.8148013984772964,0.8148013984772964,36,0.8148013984772964
NSL_KDD,123,SPARSE_DAE,CAUCHY,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,CONST,0.799300893517157,0.799300893517157,9,0.799300893517157
NSL_KDD,123,SPARSE_DAE,COSINE,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,EXPONENTIAL,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,FIBONACCI,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,LAPLACE,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,LINEAR,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,LOGISTIC,0.799300893517157,0.799300893517157,36,0.799300893517157
NSL_KDD,123,SPARSE_DAE,SIGMOID,0.799300893517157,0.799300893517157,36,0.799300893517157
